location	region	model	purchase_date	cost	source	path
San Jose -> WTSR -> ROW-C-4 -> C-4-4	San Jose	RM 8 Outlets	1407276480	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-4	San Jose	AR8101BLK-1U	1407276480	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-4	San Jose	AR8101BLK-4U	1407276480	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-4	San Jose	19 Inch 1U Shelf	1407276480	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-4	San Jose	AR8101BLK-2U	1407276420	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-8U	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-8U	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-1U	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-2U	1428107040	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	DL380 G6 - SFF	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-2U	1413316860	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-1U	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	ASA 5550	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	ASA 5550	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	ASA 5550	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-1U	1418172600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	ASA 5585-X	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	QRadar 3100	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	QRadar 3100	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	QRadar 3100	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	OR-60400057	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	QRadar 3100	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	QRadar 3100	1407276540	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	1805	1433273460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-5	San Jose	AR8101BLK-1U	1433273460	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-1U	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	RM 8 Outlets	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	RM 8 Outlets	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	Xserve Quad Xeon	1412127120	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-4U	1412209560	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	B12F-R1430	1429906200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1412809440	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-1U	1412809440	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	X4150	1407276720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	X4150	1407276720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-2U	1407276720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	AR8101BLK-1U	1407276660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	SA6500	1407276660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	STRM 5000 II	1407276660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	SA6500	1407276660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	PI-UCS-APL-K9	1443214860	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	SA6500	1407276660	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	SA6500	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-6	San Jose	STRM 5000 II	1407276600	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-2U	1407276780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-8U	1407276780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-4U	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	DL380 G3	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	DL380 G6 - LFF	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-2U	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-8U	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	T2000	1407276840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-4U	1407276840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-1U	1420504560	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	DL380p G8 - SFF	1420504560	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-1U	1420504560	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	CC-E1-256	1407276840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	AR8101BLK-1U	1407276840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	DL380p G8 - SFF	1407276840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7	San Jose	DL380p G8 - SFF	1407276780	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-7 -> SJ3HRA001	San Jose	662883-B21	1420504560	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-1U	1455744480	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-1U	1408581840	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	WAVE-574-K9	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	WAVE-8541-K9	1412204820	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	WAVE-8541-K9	1412204820	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1462316880	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	DL380 G6 - SFF	1407276960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	PowerEdge R630 - 2 Slot	1458155700	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1458155700	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1455744480	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	DL380 G6 - SFF	1407276960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	4600	1407276960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	AR8101BLK-2U	1407276960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	BWP2E	1428715920	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	PowerEdge R715	1407276960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	PowerEdge R715	1407276960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	PowerEdge R715	1407276960	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	RM 8 Outlets	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	RM 8 Outlets	1407276900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-C-4 -> C-4-8	San Jose	PowerEdge R720-3.5 Drive	1413402720	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	AR8101BLK-4U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	AR8101BLK-1U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	280R	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	AR8101BLK-8U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	AR8101BLK-8U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	AR8101BLK-8U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	AR8101BLK-1U	1408587900	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-3	San Jose	AR8101BLK-8U	1407277020	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-8U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	19 Inch 1U Shelf	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-1U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-1U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	WS-C3524T-XL-EN	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-1U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-1U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-8U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-8U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-4U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-2U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	RM 10 Outlets	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-4	San Jose	AR8101BLK-8U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277080	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	WS-C2924-XL-A	1407277200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	280R	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-1U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	RM 10 Outlets	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-5	San Jose	AR8101BLK-2U	1407277140	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-6	San Jose	AR8101BLK-4U	1408588740	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
San Jose -> WTSR -> ROW-D-1 -> D-1-6	San Jose	V440	1407277200	None	Devices World Wide raritan_avocent.xlsx	data/raritan_ww/Devices World Wide raritan_avocent.xlsx
