Label,Location,Manufacturer,Model,Firmware,Health,Inlet 1 L1 Current (A),Inlet 1 L2 Current (A),Inlet 1 L3 Current (A),Inlet 2 L1 Current (A),Inlet 2 L2 Current (A),Inlet 2 L3 Current (A),Inlet 3 L1 Current (A),Inlet 3 L2 Current (A),Inlet 3 L3 Current (A),Inlet 4 L1 Current (A),Inlet 4 L2 Current (A),Inlet 4 L3 Current (A),Active Power (W),Apparent Power (VA),Inlet Temperature (F),Belongs to
ATSRC1PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.6,4.8,5.0,,,,,,,,,,1454.0,1733.0,,C1
sg1pdu-1022-2,sg1pdu-1022-2,Raritan,PX-5469,1.5.8-11272,Good,4.03,,,,,,,,,,,,904.0,988.0,,1022
7th East px-row1-rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.0,,,,,,,,,,,,1313.0,1374.0,75.6,7th floor IDC – East
ATSRC6PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,C6
ATSRD7PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.0,1.0,0.8,,,,,,,,,,65.0,338.0,,D7
atsra4pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.1,1.6,1.8,,,,,,,,,,462.0,524.0,,A4
ATSRC4PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.1,1.4,1.1,,,,,,,,,,225.0,434.0,,C4
ETSR2-Z1H07-PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,4.3,1.8,3.5,,,,,,,,,,930.0,1101.0,,Z1H07
sg1pdu-1023-2,sg1pdu-1023-2,Raritan,PX-5469,1.5.8-11272,Good,7.98,,,,,,,,,,,,1761.0,1925.0,,1023
ATSRF1PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.4,3.0,2.0,,,,,,,,,,801.0,867.0,66.2,F1
5th East px-row1-rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.1,,,,,,,,,,,,1328.0,1412.0,78.1,5th floor IDC – East
ATSRC3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.8,0.8,0.0,,,,,,,,,,142.0,171.0,,C3
seamsrpdu20-5-1,seattle msr row 20 cab 5,Raritan,DPXS20-20L,1.4.1-10051,Good,4.34,,,,,,,,,,,,388.0,507.0,89.6,20-5
min-idc307-pdu04,,Raritan,PX2-2288R-N1,3.1.0.5-42165,Good,2.5,,,,,,,,,,,,484.0,523.0,,Rack #2
seamsrpdu21-3-1,seattle msr cab 23,Raritan,DPXR20-20L,1.4.1-10051,Good,3.46,,,,,,,,,,,,406.0,406.0,,21-3
ETSR1H1PDUA,,Raritan,PX2-5339R,3.1.0.5-42165,Good,0.5,0.5,0.0,,,,,,,,,,89.0,96.0,,H-1
sg1pdu-1022-1,sg1pdu-1022-1,Raritan,PX-5469,1.5.8-11272,Good,43.55,,,,,,,,,,,,3921.0,865.0,,1022
Noida132-3FITLAB-R1-LeftPDU,,Raritan,PX2-2493,3.1.0.5-42165,Good,1.8,,,,,,,,,,,,276.0,422.0,,Rack 1
etsr2-z1h04-pdua,"San Jose, ETSR-2",Raritan,PX-5522,1.4.1-10051,Good,5.19,4.81,5.89,,,,,,,,,,1761.0,1925.0,,Z1H04
150almaden-14-pdua,,Raritan,PX2-5198R,3.1.0.5-42165,Good,3.5,,,,,,,,,,,,703.0,728.0,88.5,Network Rack
seamsrpdu16-4-2,seattle msr cab 16,Raritan,DPXR20-20L,1.4.1-10051,Critical,,,,,,,,,,,,,,,,16-4
atsra2pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.0,2.0,1.3,,,,,,,,,,587.0,630.0,,A2
ATSRB2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.5,2.8,2.6,,,,,,,,,,795.0,951.0,,B2
ETSR1J4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.9,3.2,2.4,,,,,,,,,,800.0,1006.0,72.1,J-4
nyus-idc04039-pdu02,,Raritan,PX2-2288R-N1,3.1.0.5-42165,Good,4.9,,,,,,,,,,,,995.0,1017.0,,Rack #3
atsra3pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.4,0.7,1.1,,,,,,,,,,319.0,369.0,,A3
6th East px-row1-rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.4,,,,,,,,,,,,1444.0,1488.0,75.7,6th floor IDC – East
6th West px-row1-rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.1,,,,,,,,,,,,1363.0,1423.0,77.5,6th floor IDC – West
seamsrpdu21-5-2,seattle msr cab 21-5,Raritan,DPXS20-20L,1.4.1-10051,Good,9.53,,,,,,,,,,,,1080.0,1129.0,,21-5
seamsrpdu16-4-1,seattle msr cab 16,Raritan,DPXR20-20L,1.4.1-10051,Good,10.54,,,,,,,,,,,,1181.0,1234.0,,16-4
ham-mdc-pdu2,,Raritan,PX2-2488,3.1.0.5-42165,Good,3.1,,,,,,,,,,,,694.0,722.0,,4th fl Rack5
sg1pdu-1024-2,sg1pdu-1024-2,Raritan,PX-5469,1.5.8-11272,Good,7.78,,,,,,,,,,,,1685.0,1842.0,,1024
1st floor Network Room px-row1-rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Critical,,,,,,,,,,,,,,,,1st floor Network Room
sg1pdu-1021-1,sg1pdu-1021-1,Raritan,PX-5469,1.5.8-11272,Good,43.55,,,,,,,,,,,,4099.0,945.0,,1021
du1pdu-e1-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,1.029,,,,,,,,,,,,198.0,237.0,,E-01
du1pdu-e3-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,0.924,,,,,,,,,,,,191.0,240.0,,E-03
sg1pdu-1025-1,sg1pdu-1025-1,Raritan,PX-5469,1.5.8-11272,Good,4.03,,,,,,,,,,,,757.0,945.0,,1025
du1pdu-e2-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,2.733,,,,,,,,,,,,576.0,632.0,,E-02
du1pdu-e2-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,2.42,,,,,,,,,,,,493.0,553.0,64.2,E-02
etsr2-z1h04-pdub,Unknown,Raritan,PX-5522,1.4.0-9851,Good,5.19,5.06,6.04,,,,,,,,,,1761.0,1925.0,,Z1H04
2nd IDC East,,Raritan,PX2-5844R,3.1.0.5-42165,Good,7.3,,,,,,,,,,,,1621.0,1688.0,77.2,2nd floor IDC – East
sg1pdu-1021-2,sg1pdu-1021-2,Raritan,PX-5469,1.5.8-11272,Good,4.69,,,,,,,,,,,,988.0,1129.0,,1021
du1pdu-e1-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,1.123,,,,,,,,,,,,223.0,260.0,,E-01
150almaden-14-pdub,,Raritan,PX2-5198R,3.1.0.5-42165,Good,3.3,,,,,,,,,,,,665.0,692.0,91.4,Network Rack
ATSRF1PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.4,2.4,1.3,,,,,,,,,,669.0,704.0,65.3,F1
150almaden-15-pdua,,Raritan,PX2-5198R,3.1.0.5-42165,Good,4.6,,,,,,,,,,,,844.0,965.0,76.5,Network Rack
seamsrpdu21-5-1,seattle msr cab 21-5,Raritan,DPXS20-20L,1.4.1-10051,Good,11.97,,,,,,,,,,,,1349.0,1475.0,,21-5
3rd East px-hubroom1-rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.9,,,,,,,,,,,,1294.0,1355.0,76.8,3rd floor IDC – East
mux1-pdu,,Raritan,PX2-5844R,3.1.0.5-42165,Good,2.6,,,,,,,,,,,,537.0,615.0,73.8,Rack 1
sg1pdu-1025-2,sg1pdu-1025-2,Raritan,PX-5469,1.5.8-11272,Good,3.93,,,,,,,,,,,,757.0,945.0,,1025
ETSR2-Z1H07-PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,4.1,1.6,3.2,,,,,,,,,,829.0,997.0,,Z1H07
etsr1f3pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.2,1.4,0.3,,,,,,,,,,178.0,317.0,73.9,F-3
du1pdu-e7-1,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,5.2,,,,,,,,,,,,1060.0,1197.0,64.0,E-07
du1pdu-e3-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,0.855,,,,,,,,,,,,176.0,197.0,,E-03
etsr2-z1h05-pdua,Unknown,Raritan,PX-5522,1.4.0-9851,Good,0.25,0.25,0.0,,,,,,,,,,27.0,52.0,,Z1H05
etsr2-z1h08-pdua,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,1.3,1.7,1.6,,,,,,,,,,252.0,554.0,,Z1H08
etsr2-z1g06-pdua,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.2,3.9,1.6,,,,,,,,,,682.0,967.0,,Z1G06
atsra5pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.9,2.8,4.0,,,,,,,,,,947.0,1143.0,,A5
ATSRE7PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,4.6,3.0,4.3,,,,,,,,,,1256.0,1405.0,59.5,E7
etsr2-z1h05-pdub,Unknown,Raritan,PX-5522,1.4.0-9851,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,Z1H05
ATSRC1PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.6,4.8,4.8,,,,,,,,,,1421.0,1700.0,,C1
150almaden-15-pdub,,Raritan,PX2-5198R,3.1.0.5-42165,Good,4.7,,,,,,,,,,,,876.0,968.0,79.7,Network Rack
du1pdu-d9-1,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,7.3,,,,,,,,,,,,1529.0,1658.0,67.3,D-09
ATSRF2PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.2,3.0,2.2,,,,,,,,,,798.0,876.0,,F2
ETSR1J3PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,6.2,4.5,8.3,,,,,,,,,,2063.0,2115.0,72.5,J-3
ATSRE3PDUA,,Raritan,PX2-5522-E2N1,2.4.1.5-39763,Good,1.3,1.5,0.7,,,,,,,,,,264.0,405.0,71.2,E3
du1pdu-d10-1,,Raritan,PX3-5493V-A4D1,3.1.0.5-42165,Good,12.045,,,,,,,,,,,,2561.0,2750.0,,D-10
du1pdu-e4-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.115,,,,,,,,,,,,868.0,944.0,,E-04
du1pdu-e4-2 ,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.059,,,,,,,,,,,,851.0,935.0,,E-04
du1pdu-d5-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.848,,,,,,,,,,,,930.0,1117.0,,D-05
du1pdu-d7-2,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,10.4,,,,,,,,,,,,2181.0,2375.0,,D-07
du1pdu-e5-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,9.145,,,,,,,,,,,,1984.0,2082.0,,E-05
noida132-6fitlab-r3-leftpdu,,Raritan,PX2-2493,3.1.0.5-42165,Good,1.5,,,,,,,,,,,,188.0,342.0,,Rack 3
ATSRF2PDUB,,Raritan,PX2-5522-E2N1,2.4.1.5-39763,Good,1.2,2.1,2.1,,,,,,,,,,584.0,627.0,63.5,F2
du1pdu-d11-1,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,7.1,,,,,,,,,,,,1418.0,1636.0,,D-11
etsr2-z1h06-pdua,Unknown,Raritan,PX-5522,1.4.0-9851,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,Z1H06
ATSRG5PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.8,2.9,1.5,,,,,,,,,,785.0,837.0,73.8,G5
du1pdu-d4-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.835,,,,,,,,,,,,970.0,1118.0,,D-04
du1pdu-d2-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,10.994,,,,,,,,,,,,2366.0,2508.0,,D-02
du1pdu-e9-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,12.862,,,,,,,,,,,,2769.0,2900.0,,E-09
du1pdu-e9-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,13.251,,,,,,,,,,,,2883.0,2998.0,,E-09
DFWSAV-3203PDUB,DFW/SAVVIS,Raritan,PX-5902T,1.5.8-11272,Good,4.81,7.78,4.34,,,,,,,,,,1761.0,1925.0,,3203
du1pdu-e7-2,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,6.6,,,,,,,,,,,,1321.0,1510.0,,E-07
ATSRF3PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.9,3.3,1.6,,,,,,,,,,851.0,906.0,70.3,F3
du1pdu-d10-2,,Raritan,PX3-5493V-A4D1,3.1.0.5-42165,Good,12.796,,,,,,,,,,,,2730.0,2895.0,,D-10
mux2-pdu,,Raritan,PX2-5844R,3.1.0.5-42165,Critical,,,,,,,,,,,,,,,,Rack 1
du1pdu-e8-2,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,6.3,,,,,,,,,,,,1155.0,1445.0,,E-08
du1pdu-e5-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,5.709,,,,,,,,,,,,1106.0,1305.0,,E-05
etsr2-z1h06-pdub,"San Jose, ETSR-2",Raritan,PX-5522,1.4.1-10051,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,Z1H06
du1pdu-e8-1,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,7.0,,,,,,,,,,,,1412.0,1609.0,,E-08
NOI25A-6F-IDC1-L6-Rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.2,,,,,,,,,,,,1091.0,1173.0,79.3,""
du1pdu-d1-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,0.724,,,,,,,,,,,,157.0,167.0,61.0,D-01
du1pdu-d1-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,0.572,,,,,,,,,,,,121.0,133.0,,D-01
du1pdu-d9-2,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,6.5,,,,,,,,,,,,1351.0,1484.0,,D-09
seamsrpducab15-1-2,Unknown,Raritan,DPXS20-20L,1.5.8-11272,Good,5.06,,,,,,,,,,,,580.0,580.0,,15-1
du1pdu-d6-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.644,,,,,,,,,,,,767.0,1053.0,,D-06
etsr2-z1h09-pdub,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.3,3.8,3.1,,,,,,,,,,949.0,1079.0,,Z1H09
ETSR1I3PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.7,2.2,2.2,,,,,,,,,,461.0,553.0,72.5,I-3
du1pdu-d3-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,2.557,,,,,,,,,,,,480.0,585.0,,D-03
etsr2-z1h08-pdub,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.3,3.0,2.3,,,,,,,,,,755.0,1017.0,,Z1H08
du1pdu-d7-1,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,11.2,,,,,,,,,,,,2325.0,2567.0,,D-07
du1pdu-d2-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,6.227,,,,,,,,,,,,1333.0,1427.0,,D-02
du1pdu-d11-2,,Raritan,PX2-5844R-A4D1,3.1.0.5-42165,Good,6.4,,,,,,,,,,,,1263.0,1457.0,,D-11
du1pdu-d5-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.115,,,,,,,,,,,,818.0,946.0,64.8,D-05
ATSRF3PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,5.6,6.3,2.7,,,,,,,,,,1552.0,1664.0,65.3,F3
ATSRF4PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,1.9,3.0,2.5,,,,,,,,,,787.0,880.0,68.4,F4
etsr2-z1h09-pdua,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,1.8,3.1,3.4,,,,,,,,,,769.0,967.0,,Z1H09
ATSRF6PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.3,4.1,3.7,,,,,,,,,,1255.0,1322.0,62.8,F6
sg1pdu-1023-1,sg1pdu-1023-1,Raritan,PX-5469,1.5.8-11272,Good,6.85,,,,,,,,,,,,1475.0,1612.0,,1023
ATSRC0PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,C0
ETSR1I5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,4.3,4.4,5.7,,,,,,,,,,1595.0,1654.0,74.3,I-5
WTSRB118PDUB,WTSR,Raritan,PX-5522,1.5.8-11272,Good,5.46,6.35,8.18,,,,,,,,,,2300.0,2404.0,,B-1-18
etsr2-z1h10-pdua,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.7,2.4,2.8,,,,,,,,,,782.0,1042.0,,Z1H10
du1pdu-d3-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,3.814,,,,,,,,,,,,802.0,874.0,,D-03
etsr1d5pdua,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.6,1.8,1.6,,,,,,,,,,552.0,587.0,67.1,D-5
ATSRF4PDUB,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.4,3.3,2.7,,,,,,,,,,965.0,1004.0,66.6,F4
sg1pdu-1026-2,sg1pdu-1026-2,Raritan,PX-5469,1.5.8-11272,Good,0.0,,,,,,,,,,,,0.0,0.0,,1026
du1pdu-d4-1,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.32,,,,,,,,,,,,891.0,1003.0,,D-04
sg1pdu-1026-1,sg1pdu-1026-1,Raritan,PX-5469,1.5.8-11272,Good,0.0,,,,,,,,,,,,0.0,0.0,,1026
etsr2-z1g06-pdub,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.7,3.5,1.6,,,,,,,,,,708.0,887.0,,Z1G06
du1pdu-d6-2,,Raritan,PX3-5466R-A4D1,3.1.0.5-42165,Good,4.584,,,,,,,,,,,,910.0,1059.0,,D-06
ETSR1J2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,0.1,0.1,0.0,,,,,,,,,,15.0,30.0,74.8,J-2
WTSRB117PDUB,WTSR,Raritan,PX-5522,1.5.8-11272,Good,5.32,6.85,8.39,,,,,,,,,,2300.0,2404.0,,B-1-17
NOI25A-6F-IDC2-L5-Rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.2,,,,,,,,,,,,1339.0,1396.0,,""
etsr2-z1h10-pdub,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.1,1.9,2.3,,,,,,,,,,661.0,839.0,,Z1H10
ATSRF5PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,1.4,2.0,2.0,,,,,,,,,,606.0,636.0,64.9,F5
ATSRB6PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.0,2.3,1.1,,,,,,,,,,463.0,627.0,,B6
ATSRF5PDUB,,Raritan,PX2-5522-E2N1,2.4.1.5-39763,Good,3.4,3.9,2.4,,,,,,,,,,1066.0,1137.0,63.1,F5
etsr2-z1g05-pdua,Unknown,Raritan,PX-5522,1.4.0-9851,Good,3.83,5.32,4.69,,,,,,,,,,1542.0,1612.0,,Z1G05
NOI25A-3F-IDC2-L4-Rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.9,,,,,,,,,,,,1424.0,1541.0,,""
seamsrpdu15-4-1,Unknown,Raritan,DPXS20-20L,1.3.5-7832,Good,1.29,,,,,,,,,,,,122.0,152.0,,15-4
ETSR1C2PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,3.6,2.4,3.9,,,,,,,,,,1088.0,1143.0,73.0,C-2
NOI25A-6F-IDC2-L6-Rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.4,,,,,,,,,,,,1151.0,1224.0,80.6,""
NOI25A-6F-IDC1-L6-Rack2,,Raritan,PX2-5844R,3.1.0.5-42165,Good,4.9,,,,,,,,,,,,1039.0,1118.0,,""
dfwsav-3108pdua,DFW/SAVVIS,Raritan,PX-5902T,1.5.8-11272,Good,2.69,3.05,3.55,,,,,,,,,,945.0,1080.0,,3108
dfwsav-3109pdua,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,4.46,4.24,6.52,,,,,,,,,,1542.0,1761.0,,3109
ETSR1H4PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,5.7,5.2,2.8,,,,,,,,,,1436.0,1576.0,70.5,H-4
etsr2-z1g05-pdub,"San Jose, ETSR-2",Raritan,PX-5522,1.4.1-10051,Good,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,Z1G05
dfwsav-3109pdub,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,4.81,4.13,6.52,,,,,,,,,,1542.0,1761.0,,3109
ETSR1H2PDUB,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,2.8,3.1,0.5,,,,,,,,,,560.0,665.0,70.7,H-2
ETSR2-Z2A04-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,5.32,5.19,5.32,,,,,,,,,,1761.0,1842.0,,Z2A04
3rd West IDC,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.5,,,,,,,,,,,,1451.0,1503.0,74.7,3rd floor IDC – West
DFWSAV-3106PDUB,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,1.32,0.0,1.32,,,,,,,,,,249.0,272.0,,3106
ATSRF7PDUA,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.1,2.3,3.2,,,,,,,,,,828.0,878.0,,F7
dfwsav-3009pdua,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,5.74,4.81,8.18,,,,,,,,,,1925.0,2104.0,,3009
dfwsav-3107pdub,DFW/SAVVIS,Raritan,PX-5902T,1.5.8-11272,Good,4.34,5.06,4.93,,,,,,,,,,1612.0,1685.0,,3107
etsr1e2pdub,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.8,1.7,1.4,,,,,,,,,,502.0,579.0,70.3,E-2
ETSR1C4PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,1.6,2.3,1.4,,,,,,,,,,471.0,600.0,73.9,C-4
dfwsav-3104pdua,DFW/SAVVIS,Raritan,PX-5902T,1.5.8-11272,Good,7.98,8.18,13.58,,,,,,,,,,3139.0,3282.0,,3104
DFWSAV-3106PDUA,DFW/SAVVIS,Raritan,PX-5522,1.5.8-11272,Good,1.35,0.0,1.35,,,,,,,,,,260.0,284.0,,3106
ETSR2-Z2D03-PDUA,ETSR-2,Raritan,PX-5522,1.5.8-11272,Good,2.55,2.9,2.14,,,,,,,,,,662.0,904.0,,Z2D03
ETSR1L2PDUB,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,9.29,10.28,10.02,,,,,,,,,,3282.0,3431.0,69.8,L-2
ETSR2-Z2A01-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,5.89,8.18,6.85,,,,,,,,,,2300.0,2404.0,,Z2A01
etsr2-z1g07-pdua,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.2,3.4,2.1,,,,,,,,,,812.0,1031.0,,Z1G07
ETSR1H5PDUA,,Raritan,PX2-5522-E2N1,3.1.0.5-42165,Good,12.8,14.5,13.1,,,,,,,,,,4627.0,4691.0,72.9,H-5
5th West px-row1-rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.8,,,,,,,,,,,,1258.0,1342.0,73.8,5th floor IDC – West
ETSR1K3PDUB,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,2.75,3.55,1.75,,,,,,,,,,791.0,904.0,78.8,K-3
ETSR2-Z2B02-PDUB,Unknown,Raritan,PX-5273,1.5.8-11272,Good,5.06,3.73,4.93,,,,,,,,,,1542.0,1612.0,,Z2B02
ETSR1K1PDUA,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,4.69,3.83,4.46,,,,,,,,,,1349.0,1475.0,75.2,K-1
ETSR1K5PDUA,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,0.48,0.57,0.16,,,,,,,,,,68.0,128.0,75.2,K-5
NOI25A-6F-IDC2-L6-Rack2,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.5,,,,,,,,,,,,1204.0,1274.0,,""
ETSR1K3PDUA,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,3.55,4.34,1.32,,,,,,,,,,865.0,988.0,76.1,K-3
etsr2-z1g07-pdub,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.4,4.5,2.0,,,,,,,,,,898.0,1113.0,,Z1G07
4th East px-hubroom1-rack2,,Raritan,PX2-5844R,3.1.0.5-42165,Good,6.5,,,,,,,,,,,,1426.0,1506.0,72.9,4th floor IDC – East
seamsrpducab16-1-1,seattle msr ca 16-1,Raritan,PX-5119,1.5.5-10603,Good,3.05,5.19,2.97,,,,,,,,,,1129.0,1234.0,89.6,16-1
2nd IDC West,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.0,,,,,,,,,,,,1073.0,1163.0,77.5,2nd floor IDC – West
ETSR1K2PDUA,ETSR-1,Raritan,PX-5522,1.5.8-11272,Good,5.89,6.85,8.61,,,,,,,,,,2300.0,2514.0,75.2,K-2
ETSR2-Z2E12-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,1.54,1.84,1.7,,,,,,,,,,507.0,606.0,,Z2E12
ATSRF7PDUB,,Raritan,PX2-5522-E2N1,2.4.1.5-39763,Good,2.5,2.1,3.4,,,,,,,,,,867.0,935.0,,F7
ETSR2-Z2A01-PDUA,Unknown,Raritan,PX-5522,1.5.8-11272,Good,8.83,8.83,9.06,,,,,,,,,,2300.0,3139.0,,Z2A01
ETSR2-Z2A02-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,12.27,16.22,11.67,,,,,,,,,,4480.0,4683.0,,Z2A02
etsr2-z1g08-pdua,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,2.2,3.1,4.3,,,,,,,,,,817.0,1090.0,,Z1G08
NOI25A-6F-IDC2-L5-Rack2,,Raritan,PX2-5844R,3.1.0.5-42165,Good,5.8,,,,,,,,,,,,1275.0,1334.0,,""
ETSR2-Z2A05-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,7.21,7.03,5.19,,,,,,,,,,2200.0,2300.0,,Z2A05
NOI25A-6F-IDC2-L7-Rack1,,Raritan,PX2-5844R,3.1.0.5-42165,Good,3.8,,,,,,,,,,,,783.0,848.0,,""
etsr2-z1g08-pdub,,Raritan,PX2-5522-E2N1,2.4.3.5-40298,Good,3.3,5.0,5.3,,,,,,,,,,1342.0,1588.0,,Z1G08
ETSR2-Z2A03-PDUB,Unknown,Raritan,PX-5522,1.5.8-11272,Good,10.81,17.5,10.02,,,,,,,,,,3921.0,4099.0,,Z2A03
